mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.1350945183410914,0001,001,06,0600100010081,0081,00000000000000000000
0.13508570092894726,0001,001,06,060010001019A,019A,00000000000000000001
0.13538998365402222,0001,001,06,0600100010359,0359,00000000000000000002
0.13526564246698433,0001,001,06,0600100010151,0151,00000000000000000003
0.1348532610533454,0001,001,06,0600100010166,0166,00000000000000000004
0.13477755072010592,0001,001,06,0600100010202,0202,00000000000000000005
0.1349171458146773,0001,001,06,0600100010217,0217,00000000000000000006
0.13433298468589783,0001,001,06,0600100010255,0255,00000000000000000007
0.13502148897101918,0001,001,06,060010001026A,026A,00000000000000000008
0.13527149065566907,0001,001,06,0600100010344,0344,00000000000000000009
0.13538988321096382,0001,001,06,0600100010274,0274,0000000000000000000a
0.13538998365402222,0001,001,06,0600100010363,0363,0000000000000000000b
0.13433474030567027,0001,001,06,0600100010378,0378,0000000000000000000c
0.13486020029333953,0001,001,06,0600100010382,0382,0000000000000000000d
0.13448529141693655,0001,001,06,0600100010397,0397,00000000000000000010
0.1350945183410914,0001,001,06,060010001040A,040A,00000000000000000011
0.13433298468589783,0001,001,06,0600100010109,0109,00000000000000000012
0.13511357423415304,0001,001,06,0600100010147,0147,00000000000000000013
0.1351713833435664,0007,001,06,0600100070240,0240,0000000000000000000e
0.13511879774661364,0007,001,06,0600100070236,0236,00000000000000000014
0.135177877357598,0007,001,06,0600100070221,0221,00000000000000000015
0.13568566739559174,0035,001,06,060010035033A,033A,0000000000000000000f
0.13564328497046857,0035,001,06,0600100350325,0325,00000000000000000016
0.13517090678215027,0001,002,06,060020001134A,134A,00000000000000000017
0.1335432380437851,0001,002,06,0600200011640,1640,00000000000000000018
0.1345391721866364,0001,002,06,0600200011316,1316,00000000000000000019
0.13436978897470245,0001,002,06,0600200011320,1320,0000000000000000001a
0.13517090678215027,0001,002,06,0600200011373,1373,0000000000000000001b
0.1351328987723084,0001,002,06,060020001159A,159A,0000000000000000001c
0.13517090678215027,0001,002,06,0600200011617,1617,0000000000000000001d
0.13517090678215027,0001,002,06,0600200011621,1621,0000000000000000001e
0.13394966117415363,0001,002,06,0600200010676,0676,0000000000000000001f
0.13426846565748607,0001,002,06,0600200010727,0727,00000000000000000020
0.13517090678215027,0001,002,06,0600200011000,1000,00000000000000000021
0.13473787405169926,0001,002,06,0600200010977,0977,00000000000000000022
0.13517090678215027,0001,002,06,0600200011091,1091,00000000000000000023
0.13517090678215027,0001,002,06,0600200011142,1142,00000000000000000024
0.13517090678215027,0001,002,06,0600200011195,1195,00000000000000000025
0.13517090678215027,0001,002,06,0600200011208,1208,00000000000000000026
0.13366482584027028,0001,002,06,0600200011388,1388,00000000000000000027
0.13356462192514149,0001,002,06,0600200010411,0411,00000000000000000028
0.1351666371154115,0001,002,06,0600200010464,0464,00000000000000000029
0.1335432380437851,0001,002,06,0600200011496,1496,0000000000000000002a
0.135140178540061,0001,002,06,0600200010479,0479,0000000000000000002b
0.13517090678215027,0001,002,06,0600200010483,0483,0000000000000000002c
0.1335432380437851,0001,002,06,0600200011481,1481,0000000000000000002d
0.13517090678215027,0001,002,06,0600200010996,0996,0000000000000000002e
0.13517090678215027,0001,002,06,0600200010568,0568,0000000000000000002f
0.13401713968696533,0001,002,06,0600200010619,0619,00000000000000000030
0.1335432380437851,0001,002,06,0600200011693,1693,00000000000000000031
0.13427276482269632,0001,002,06,0600200011104,1104,00000000000000000032
0.1335432380437851,0001,002,06,0600200011068,1068,00000000000000000033
0.13383338752196772,0001,002,06,0600200011706,1706,00000000000000000034
0.13517090678215027,0001,002,06,0600200011689,1689,00000000000000000035
0.13443390997949928,0001,002,06,0600200010708,0708,00000000000000000036
0.13517090678215027,0001,002,06,0600200011458,1458,00000000000000000037
0.1335432380437851,0001,002,06,0600200011570,1570,00000000000000000038
0.13464174189762337,0001,002,06,0600200011585,1585,00000000000000000039
0.13426165777858803,0001,002,06,0600200010290,0290,0000000000000000003a
0.13413402014508882,0001,002,06,0600200010318,0318,0000000000000000003b
0.13478395923361733,0001,002,06,0600200010337,0337,0000000000000000003c
0.13517090678215027,0001,002,06,0600200010407,0407,0000000000000000003d
0.13517090678215027,0001,002,06,060020001052A,052A,0000000000000000003e
0.1341092632894281,0001,002,06,0600200010680,0680,0000000000000000003f
0.1351061311921176,0001,002,06,0600200010712,0712,00000000000000000040
0.13517090678215027,0001,002,06,0600200010746,0746,00000000000000000041
0.13517090678215027,0001,002,06,0600200010750,0750,00000000000000000042
0.13517090678215027,0001,002,06,0600200010765,0765,00000000000000000043
0.13517090678215027,0001,002,06,0600200010816,0816,00000000000000000044
0.13517090678215027,0001,002,06,0600200011087,1087,00000000000000000045
0.13517090678215027,0001,002,06,0600200011123,1123,00000000000000000046
0.13517090678215027,0001,002,06,0600200011157,1157,00000000000000000047
0.1335432380437851,0001,002,06,0600200011227,1227,00000000000000000048
0.13517090678215027,0001,002,06,0600200011231,1231,00000000000000000049
0.13517090678215027,0001,002,06,0600200011250,1250,0000000000000000004a
0.13517090678215027,0001,002,06,0600200011246,1246,0000000000000000004b
0.13485850409056588,0001,002,06,0600200011265,1265,0000000000000000004c
0.13517090678215027,0001,002,06,060020001127A,127A,0000000000000000004d
0.13517090678215027,0001,002,06,0600200011284,1284,0000000000000000004e
0.13484179946755595,0001,002,06,0600200011161,1161,0000000000000000004f
