nra,nombre,estado,sector,sustancia,cas,contaminante,emision,year,latitud norte,longitud oeste,municipio,localidad
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,incineración,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de nitrógeno,10102-44-0,incineración,0.0,2010,"19°1'36""","104°19'14""",Manzanillo,
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°1'36""","104°19'14""",Manzanillo,
CIT640600911,"CITROJUGO, S.A DE C.V.",COLIMA,Quimica,Bióxido de carbono,124-38-9,incineración,0.0,2010,"18°55'2""","103°52'4""",Tecoman,TECOMAN
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cromo (compuestos),S/C3,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Arsénico (compuestos),S/C1,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Clorodifluorometano (HCFC-22),75-45-6,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cadmio (compuestos),S/C2,incineración,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cromo (compuestos),S/C3,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Mercurio (compuestos),S/C4,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Níquel (compuestos),S/C5,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Arsénico (compuestos),S/C1,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Oxido nitroso,10024-97-2,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Bióxido de carbono,124-38-9,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cadmio,7440-43-9,incineración,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Mercurio (compuestos),S/C4,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Plomo (compuestos),S/C6,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cadmio (compuestos),S/C2,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Arsénico (compuestos),S/C1,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cromo (compuestos),S/C3,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Níquel (compuestos),S/C5,incineración,0.0,2010,"19°13'43""","103°42'41""",Colima,
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,incineración,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,incineración,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Níquel (compuestos),S/C5,incineración,0.0,2010,"18°57'41""","103°53'26""",Tecoman,Tecomán
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,incineración,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,incineración,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Formaldehido,50-00-0,incineración,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,incineración,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,incineración,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,incineración,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,incineración,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
SHA1W0600911,"SHANIDAR COMPANY, S.A DE C.V.",COLIMA,Otros,Bióxido de carbono,124-38-9,incineración,0.0,2010,"18°57'2""","103°56'13""",Tecoman,TECOMAN
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio (compuestos),S/C2,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico (compuestos),S/C1,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,incineración,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Mercurio (compuestos),S/C4,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Cromo (compuestos),S/C3,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Cadmio (compuestos),S/C2,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Arsénico (compuestos),S/C1,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,incineración,0.0,2010,"19°0'52""","104°16'50""",Manzanillo,CAMPOS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de nitrógeno,10102-44-0,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,otros,0.0,2010,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de nitrógeno,10102-44-0,otros,0.0,2010,"19°1'36""","104°19'14""",Manzanillo,
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de carbono,124-38-9,otros,0.0,2010,"19°1'36""","104°19'14""",Manzanillo,
CIT640600911,"CITROJUGO, S.A DE C.V.",COLIMA,Quimica,Bióxido de carbono,124-38-9,otros,0.0,2010,"18°55'2""","103°52'4""",Tecoman,TECOMAN
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cromo (compuestos),S/C3,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Arsénico (compuestos),S/C1,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Clorodifluorometano (HCFC-22),75-45-6,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cadmio (compuestos),S/C2,otros,0.0,2010,"19°5'0""","104°16'40""",Manzanillo,MANZANILLO
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cromo (compuestos),S/C3,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Mercurio (compuestos),S/C4,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Níquel (compuestos),S/C5,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Arsénico (compuestos),S/C1,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Oxido nitroso,10024-97-2,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Bióxido de carbono,124-38-9,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
DMEBF0600911,Danisco Mexicana S.A. de C.V.,COLIMA,Alimenticio y/o de consumo humano,Cadmio,7440-43-9,otros,0.0,2010,"18°58'15""","103°52'8""",Tecoman,Tecomán
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Mercurio (compuestos),S/C4,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Plomo (compuestos),S/C6,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cadmio (compuestos),S/C2,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Arsénico (compuestos),S/C1,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Cromo (compuestos),S/C3,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ECOBT0600211,EMBOTELLADORA DE COLIMA S.A. DE C.V.,COLIMA,Bebidas y tabaco,Níquel (compuestos),S/C5,otros,0.0,2010,"19°13'43""","103°42'41""",Colima,
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,otros,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,otros,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,otros,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"19°15'13""","103°31'46""",Cuauhtemoc,ESTACION ALZADA
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"18°57'41""","103°53'26""",Tecoman,Tecomán
ENC110600911,"Las Encinas, S.A. de C.V., Estación de Transferencia Tecomán",COLIMA,Otros,Níquel (compuestos),S/C5,otros,0.0,2010,"18°57'41""","103°53'26""",Tecoman,Tecomán
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,otros,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,otros,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Formaldehido,50-00-0,otros,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,otros,0.0,2010,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Acetaldehido,75-07-0,otros,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Benceno,71-43-2,otros,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,otros,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
PREM90600723,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO MARITIMA MANZANILLO,COLIMA,Petroleo y petroquimica,Acroleina,107-02-8,otros,0.0,2010,"19°3'30""","104°19'8""",Manzanillo,MANZANILLO
SHA1W0600911,"SHANIDAR COMPANY, S.A DE C.V.",COLIMA,Otros,Bióxido de carbono,124-38-9,otros,0.0,2010,"18°57'2""","103°56'13""",Tecoman,TECOMAN
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio (compuestos),S/C2,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico (compuestos),S/C1,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
UME750600911,USG MEXICO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,otros,0.0,2010,"18°57'49""","103°53'28""",Tecoman,Tecoman
